
Detailed
 ==================== 
Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,Time,Type,FilamentID,ID,
Filament No. Dendrite Branches,1,,Filament,,,,17.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,18.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,19.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,20.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,21.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,22.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,23.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,24.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,25.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,26.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,27.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,28.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,29.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,30.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,31.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,32.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,33.000,,,1,,,100000000,
Filament No. Dendrite Branches,1,,Filament,,,,34.000,,,1,,,100000000,
Filament No. Dendrite Branches,0,,Filament,,,,35.000,,,1,,,100000000,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000001,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000001,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000001,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000002,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000003,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000003,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000003,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000004,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000005,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000005,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000005,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000006,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000007,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000007,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000007,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000008,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000009,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000009,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000009,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000010,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000011,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000011,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000011,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000012,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000013,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000013,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000013,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000014,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000015,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000015,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000015,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000016,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000017,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000017,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000017,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000018,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000019,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000019,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000019,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000020,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000020,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000020,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000021,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000021,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000021,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000022,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000022,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000022,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000023,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000023,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000023,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000024,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000025,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000025,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000025,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000026,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000026,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000026,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000027,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000027,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000027,
Filament No. Dendrite Branches,0,,Filament,,,,3.000,,,1,,,100000027,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000028,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000029,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000029,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000029,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000030,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000031,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000031,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000031,
Filament No. Dendrite Branches,0,,Filament,,,,3.000,,,1,,,100000031,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000032,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000032,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000032,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000033,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000033,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000033,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000034,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000034,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000034,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000035,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000035,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000035,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000036,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000036,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000036,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000037,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000037,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000037,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000038,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000038,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000038,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000039,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000040,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000040,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000040,
Filament No. Dendrite Branches,0,,Filament,,,,0.000,,,1,,,100000041,
Filament No. Dendrite Branches,0,,Filament,,,,1.000,,,1,,,100000041,
Filament No. Dendrite Branches,0,,Filament,,,,2.000,,,1,,,100000041,
Filament No. Dendrite Segments,1,,Filament,,,,,,,1,,,100000000,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000001,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000002,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000003,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000004,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000005,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000006,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000007,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000008,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000009,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000010,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000011,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000012,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000013,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000014,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000015,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000016,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000017,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000018,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000019,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000020,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000021,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000022,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000023,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000024,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000025,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000026,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000027,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000028,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000029,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000030,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000031,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000032,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000033,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000034,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000035,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000036,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000037,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000038,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000039,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000040,
Filament No. Dendrite Segments,0,,Filament,,,,,,,1,,,100000041,
Filament No. Dendrite Terminal Pts,1,,Filament,,,,,,,1,,,100000000,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000001,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000002,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000003,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000004,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000005,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000006,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000007,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000008,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000009,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000010,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000011,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000012,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000013,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000014,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000015,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000016,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000017,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000018,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000019,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000020,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000021,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000022,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000023,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000024,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000025,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000026,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000027,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000028,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000029,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000030,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000031,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000032,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000033,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000034,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000035,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000036,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000037,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000038,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000039,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000040,
Filament No. Dendrite Terminal Pts,0,,Filament,,,,,,,1,,,100000041,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000000,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,2.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,3.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,4.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,5.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,6.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,7.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,8.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,9.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,10.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,11.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,12.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,13.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,14.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,15.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,16.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,17.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,18.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,19.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,20.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,21.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,22.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,23.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,24.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,25.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,26.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,27.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,28.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,29.000,1,,,100000000,
Filament No. Sholl Intersections,1,,Filament,,,,,,30.000,1,,,100000000,
Filament No. Sholl Intersections,0,,Filament,,,,,,31.000,1,,,100000000,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000001,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000001,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000002,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000002,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000003,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000003,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000004,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000004,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000005,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000005,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000006,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000006,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000007,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000007,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000008,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000008,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000009,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000009,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000010,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000010,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000011,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000011,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000012,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000012,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000013,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000013,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000014,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000014,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000015,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000015,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000016,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000016,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000017,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000017,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000018,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000018,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000019,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000019,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000020,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000020,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000021,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000021,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000022,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000022,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000023,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000023,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000024,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000024,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000025,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000025,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000026,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000026,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000027,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000027,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000028,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000028,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000029,
Filament No. Sholl Intersections,0,,Filament,,,,,,1.000,1,,,100000029,
Filament No. Sholl Intersections,0,,Filament,,,,,,0.000,1,,,100000030,
